BEER	ABV	IBU	GRAVITY	COLOR	CATEGORY_ID	CATEGORY_NAME	STYLE_ID	STYLE_NAME
21st Amendment Brew Free or Die IPA	7	50	1.014	11	10	India Pale Ale	8	American IPA
21st Amendment Fireside Chat	7.9	25	1.016	17	36	Strong Ale	57	Winter Warmer
21st Amendment Hell or High Watermelon	4.9	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
21st Amendment Monk's Blood	8.3	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Abbaye des Rocs Brasserie des Rocs Ambree	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Abbaye des Rocs Brasserie des Rocs Blanche Double	6	15	1.01	3	26	Wheat Beer	38	Witbier
Abbaye des Rocs Brasserie des Rocs Blonde	7.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Abbaye des Rocs Brasserie des Rocs Brune	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Abbaye des Rocs Brasserie des Rocs Grand Cru	9.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Abbaye des Rocs Brasserie des Rocs Triple Imperiale	10	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Abbaye du Val-Dieu Val-Dieu Blond	6	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Abbaye du Val-Dieu Val-Dieu Brune	8	20	1.013	13	33	Dubbel	28	Dubbel
Abbaye du Val-Dieu Val-Dieu Grand Cru	10.5	28	1.017	17	34	Quad	35	Quadrupel (Quad)
Abbaye du Val-Dieu Val-Dieu Triple	9	30	1.011	6	9	Tripel	37	Tripel
Abita Abbey Ale	8	20	1.013	13	33	Dubbel	28	Dubbel
Abita Abita Light	4	10	1.001	3	20	Lager	80	Light Lager
Abita Amber	4.5	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Abita Andygator	8	NULL	NULL	NULL	16	Bock Beer	NULL	NULL
Abita Christmas Ale	6.13	NULL	NULL	NULL	29	Amber	NULL	NULL
Abita Fall Fest	5.4	NULL	NULL	NULL	42	Marzen	NULL	NULL
Abita Jockamo IPA	6.5	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Abita Mardi Gras Bock	6.5	NULL	NULL	NULL	16	Bock Beer	NULL	NULL
Abita Pecan Harvest	5	32	1.012	27	13	Brown Ale	4	American Brown Ale
Abita Purple Haze	4.2	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Abita Restoration Pale Ale	5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Abita Satsuma Harvest Wit	5.1	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Abita SOS	7	35	1.01	4	12	Pilsner	90	German Pilsener
Abita Strawberry Harvest Lager	4.2	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Abita Turbodog	6.13	20	1.011	22	13	Brown Ale	43	English Brown Ale
Achel Trappist 5 Blonde	5	NULL	NULL	NULL	30	Blonde	NULL	NULL
Achel Trappist Bruin	8	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Achel Trappist Extra	9.5	NULL	NULL	NULL	34	Quad	NULL	NULL
Achouffe Chouffe Houblon Dobbelen IPA Tripel	9	55	1.014	11	10	India Pale Ale	22	Belgian IPA
Achouffe La Chouffe	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Achouffe McChouffe	8	28	1.017	17	25	Scottish Style Ale	24	Belgian Strong Dark Ale
Achouffe N'Ice Chouffe	10	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Adnams Broadside	6.3	NULL	NULL	NULL	28	Bitter	NULL	NULL
Affligem Affligem Blonde	6.8	28	1.011	4	30	Blonde	25	Belgian Strong Pale Ale
Affligem Affligem Dubbel	7	20	1.013	13	33	Dubbel	28	Dubbel
Affligem Affligem Noel	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Affligem Affligem Tripel	8.5	30	1.011	6	9	Tripel	37	Tripel
Alaskan Alaskan Amber	5	38	1.013	16	38	Old Ale	59	Altbier
Alaskan Alaskan Baltic Porter	9.9	30	1.02	23	23	Porter	39	Baltic Porter
Alaskan Alaskan Barley Wine	10.4	85	1.022	14	14	Barley Wine	2	American Barleywine
Alaskan Alaskan IPA	6.2	50	1.014	11	10	India Pale Ale	8	American IPA
Alaskan Alaskan Pale	4.65	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Alaskan Alaskan Stout	5.65	33	1.015	32	11	Stout	54	Oatmeal Stout
Alaskan Alaskan Summer	5.3	25	1.009	4	39	Kolsch	65	Kölsch
Alaskan Alaskan White	8.3	15	1.01	3	26	Wheat Beer	38	Witbier
Alaskan Alaskan Winter	6.4	25	1.016	17	38	Old Ale	57	Winter Warmer
Alaskan Double Black IPA	8.5	55	1.014	25	8	Misc	104	Black IPA / Cascadian Dark Ale
Alaskan Smoked Porter	6.5	NULL	NULL	NULL	23	Porter	NULL	NULL
AleSmith AleSmith IPA	7.25	50	1.014	11	10	India Pale Ale	8	American IPA
AleSmith AleSmith X	5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
AleSmith Anvil ESB	5.5	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
AleSmith Grand Cru	10.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
AleSmith Horny Devil	11	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
AleSmith Lil' Devil	5.5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
AleSmith Nautical Nut Brown Ale	4.8	20	1.011	22	13	Brown Ale	43	English Brown Ale
AleSmith Old Numbskull	11	52	1.024	15	14	Barley Wine	41	English Barleywine
AleSmith Speedway Stout	12	70	1.024	35	11	Stout	7	American Double / Imperial Stout
AleSmith Wee Heavy	10	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
AleSmith Yulesmith (Summer)	8.8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
AleSmith Yulesmith (Winter)	9.5	32	1.012	13	29	Amber	1	American Amber / Red Ale
Alken-Maes Grimbergen Blonde	6.7	25	1.012	11	30	Blonde	23	Belgian Pale Ale
Alken-Maes Grimbergen Dubbel	6.5	20	1.013	13	33	Dubbel	28	Dubbel
Alken-Maes Judas	8.5	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Allagash Allagash Hugh Malone	8.5	55	1.014	11	10	India Pale Ale	22	Belgian IPA
Allagash Black	7.5	28	1.017	17	11	Stout	24	Belgian Strong Dark Ale
Allagash Curieux	11	30	1.011	6	9	Tripel	37	Tripel
Allagash Dubbel Reserve	7	20	1.013	13	33	Dubbel	28	Dubbel
Allagash Fluxus 2010	10.3	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Allagash Four	10	NULL	NULL	NULL	34	Quad	NULL	NULL
Allagash Grand Cru	7.2	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Allagash Interlude	9.5	17	1.01	8	32	Wild Ale	14	American Wild Ale
Allagash Odyssey	10	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Allagash Tripel Reserve	9	30	1.011	6	9	Tripel	37	Tripel
Allagash White	5.2	15	1.01	3	26	Wheat Beer	38	Witbier
Alpine Duet	6.75	50	1.014	11	10	India Pale Ale	8	American IPA
Alpine Exponential Hoppiness	10.5	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Alpine Nelson	7.1	50	1.014	11	10	India Pale Ale	8	American IPA
Alpine Pure Hoppiness	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Alvinne Balthazar	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Alvinne Gaspar	8	55	1.014	11	10	India Pale Ale	22	Belgian IPA
Alvinne Melchior	11	52	1.024	15	14	Barley Wine	41	English Barleywine
Alvinne Podge Belgian Imperial Stout	10.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
Amstel Amstel Light	3.5	10	1.001	3	20	Lager	80	Light Lager
Anchor Anchor Liberty Ale	6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Anchor Anchor Porter	5.6	35	1.014	29	23	Porter	11	American Porter
Anchor Anchor Steam	4.9	38	1.013	12	15	Steam Beer	79	California Common / Steam Beer
Anchor Bock Beer	5.5	22	1.016	17	16	Bock Beer	86	Bock
Anchor Christmas Ale 2009	5.5	25	1.016	17	36	Strong Ale	57	Winter Warmer
Anchor Small Beer	3.3	30	1.009	9	28	Bitter	42	English Bitter
Anchor Summer Beer	4.6	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Anderson Valley Barney Flats Oatmeal Stout	5.7	33	1.015	32	11	Stout	54	Oatmeal Stout
Anderson Valley Boont Amber Ale	5.8	32	1.012	13	29	Amber	1	American Amber / Red Ale
Anderson Valley Boont ESB	6.8	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Anderson Valley Brother David's Triple	10	30	1.011	6	9	Tripel	37	Tripel
Anderson Valley Deep Enders Dark Porter	5.5	35	1.014	29	23	Porter	11	American Porter
Anderson Valley Hop Ottin IPA	7	50	1.014	11	10	India Pale Ale	8	American IPA
Anderson Valley Poleeko Gold Pale Ale	5.5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Anderson Valley Winter Solstice	6.9	25	1.016	17	36	Strong Ale	57	Winter Warmer
Anheuser-Busch Bare Knuckle Stout	4.2	37	1.009	32	11	Stout	68	Irish Dry Stout
Anheuser-Busch Bud Ice Light	4.1	10	1.001	3	20	Lager	80	Light Lager
Anheuser-Busch Budweiser	5	10	1.006	3	20	Lager	74	American Adjunct Lager
Anheuser-Busch Budweiser American Ale	5.3	32	1.012	13	29	Amber	1	American Amber / Red Ale
Anheuser-Busch Budweiser Select	4.3	10	1.001	3	20	Lager	80	Light Lager
Anheuser-Busch InBev Bass Pale Ale	5	30	1.01	9	31	Pale Ale	46	English Pale Ale
Anheuser-Busch InBev Boddingtons Pub Ale	4.7	30	1.01	9	31	Pale Ale	46	English Pale Ale
Anheuser-Busch InBev Bud Light	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
Anheuser-Busch InBev Bud Light Golden Wheat	4.1	20	1.013	8	8	Misc	102	Herbed / Spiced Beer
Anheuser-Busch InBev Bud Light Lime	4	10	1.006	3	44	Fruit/Vegetable	74	American Adjunct Lager
Anheuser-Busch InBev Busch Beer	4.6	10	1.006	3	20	Lager	74	American Adjunct Lager
Anheuser-Busch InBev Busch Light	4.1	10	1.001	3	20	Lager	80	Light Lager
Anheuser-Busch InBev Hoegaarden	5	15	1.01	3	26	Wheat Beer	38	Witbier
Anheuser-Busch InBev LandShark Lager	4.7	10	1.006	3	20	Lager	74	American Adjunct Lager
Anheuser-Busch InBev Leffe Blonde	6.6	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Anheuser-Busch InBev Leffe Brune	6.5	25	1.015	16	13	Brown Ale	21	Belgian Dark Ale
Anheuser-Busch InBev Redbridge	4.8	32	1.01	17	45	Specialty Grain	75	American Amber / Red Lager
Anheuser-Busch InBev Shock Top	5.2	15	1.01	3	26	Wheat Beer	38	Witbier
Anheuser-Busch LandShark Lager	4.7	10	1.006	3	20	Lager	74	American Adjunct Lager
Anheuser-Busch Natural Light	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
Anheuser-Busch Rolling Rock	4.5	10	1.006	3	20	Lager	74	American Adjunct Lager
Anheuser-Busch Rolling Rock Light	3.59	10	1.006	3	20	Lager	74	American Adjunct Lager
Anheuser-Busch Rolling Rock Red	5	10	1.006	3	20	Lager	74	American Adjunct Lager
Anheuser-Busch Stone Mill Pale Ale	5.3	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Anheuser-Busch Wild Blue Blueberry Lager	8	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Anheuser-Busch Wild Hop Lager	5	NULL	NULL	NULL	20	Lager	NULL	NULL
Arcadia Angler's Ale	5.4	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Arcadia Cocoa Loco	7	55	1.016	35	11	Stout	12	American Stout
Arcadia Hop Rocket	9	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Arcadia Hopmouth Double IPA	8.1	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Arcadia Imperial Stout	8.4	NULL	NULL	NULL	11	Stout	NULL	NULL
Arcadia India Pale Ale	5.9	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Arcadia Jaw-Jacker	6	20	1.013	8	44	Fruit/Vegetable	102	Herbed / Spiced Beer
Arcadia London Porter	7.2	27	1.011	25	23	Porter	48	English Porter
Arcadia Shipwreck Porter	7	30	1.02	23	23	Porter	39	Baltic Porter
Asahi Breweries Asahi Super Dry	5	12	1.006	3	20	Lager	100	Japanese Rice Lager
Asia Pacific Tiger Beer	5	10	1.006	3	20	Lager	74	American Adjunct Lager
Atlantic Bar Harbor Blueberry Ale	5.2	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Atlantic Bar Harbor Coal Porter	6.5	35	1.014	29	23	Porter	11	American Porter
Atlantic Bar Harbor Real Ale	5.2	20	1.011	22	13	Brown Ale	43	English Brown Ale
Atlantic Brother Adam's Bragget Ale	11.8	NULL	NULL	NULL	8	Misc	NULL	NULL
Augustiner Edelstoff	5.6	19	1.01	4	20	Lager	94	Munich Helles Lager
Augustiner Maximator	7.5	21	1.02	16	16	Bock Beer	87	Doppelbock
Avery Collaboration Not Litigation	8.72	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Avery DuganA IPA	8.5	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Avery Ellie's Brown	5.55	20	1.011	22	13	Brown Ale	43	English Brown Ale
Avery Hog Heaven	9.2	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
Avery India Pale Ale	6	50	1.014	11	10	India Pale Ale	8	American IPA
Avery Karma	5.2	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Avery Maharaja	10.3	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Avery Mephistopheles	15.92	NULL	NULL	NULL	11	Stout	NULL	NULL
Avery New World Porter	6.7	35	1.014	29	23	Porter	11	American Porter
Avery Old Jubilation	8	25	1.016	17	36	Strong Ale	57	Winter Warmer
Avery Out Of Bounds Stout	5.1	37	1.009	32	11	Stout	68	Irish Dry Stout
Avery Salvation	9	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Avery Samael's Ale	14.5	52	1.024	15	14	Barley Wine	41	English Barleywine
Avery Seventeen	7.69	NULL	NULL	NULL	43	Schwarzbier	NULL	NULL
Avery The Beast Grand Cru	16.31	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Avery The Czar	10.77	NULL	NULL	NULL	11	Stout	NULL	NULL
Avery The Kaiser	10.03	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Avery The Reverend	10	NULL	NULL	NULL	34	Quad	NULL	NULL
Avery White Rascal	5.5	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Aying Altbairisch Dunkel	5	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
Aying Brau-Weisse	5.1	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Aying Celebrator Doppelbock	6.7	21	1.02	16	16	Bock Beer	87	Doppelbock
Aying Jahrhundert	5.5	NULL	NULL	NULL	20	Lager	NULL	NULL
Aying Oktober Fest-Märzen	5.8	NULL	NULL	NULL	42	Marzen	NULL	NULL
Aying Ur-Weisse	5.8	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
Aying Weizen-Bock	7.1	22	1.019	19	26	Wheat Beer	67	Weizenbock
Ballast Point Big Eye IPA	6	50	1.014	11	10	India Pale Ale	8	American IPA
Ballast Point Black Marlin Porter	5.9	35	1.014	29	23	Porter	11	American Porter
Ballast Point Calico Amber Ale	5	NULL	NULL	NULL	29	Amber	NULL	NULL
Ballast Point Dorado Double IPA	9.6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Ballast Point Sculpin IPA	7	50	1.014	11	10	India Pale Ale	8	American IPA
Ballast Point Victory at Sea	10	35	1.014	29	23	Porter	11	American Porter
Ballast Point Wahoo Wheat	4	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Ballast Point Yellowtail Pale Ale	4.6	25	1.009	4	39	Kolsch	65	Kölsch
Baltika #2	4.7	NULL	NULL	NULL	20	Lager	NULL	NULL
Baltika #3 Classic	4.8	NULL	NULL	NULL	20	Lager	NULL	NULL
Baltika #4 Dark Lager	5.6	NULL	NULL	NULL	20	Lager	NULL	NULL
Baltika #5 Golden Lager	5.3	NULL	NULL	NULL	20	Lager	NULL	NULL
Baltika #6 Porter	7	NULL	NULL	NULL	23	Porter	NULL	NULL
Baltika #7 Export Lager	5.4	NULL	NULL	NULL	20	Lager	NULL	NULL
Baltika #8 Wheat Ale	5	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Baltika #9 Extra Lager	8	NULL	NULL	NULL	20	Lager	NULL	NULL
Baltika Cooler	4.7	NULL	NULL	NULL	20	Lager	NULL	NULL
Baltika Lite	4.4	NULL	NULL	NULL	20	Lager	NULL	NULL
Baltika Non-Alcoholic	0.5	NULL	NULL	NULL	8	Misc	NULL	NULL
Banks Banks Beer	4.7	NULL	NULL	NULL	20	Lager	NULL	NULL
Bavik Bavik Premium Pils	5.2	35	1.01	4	12	Pilsner	90	German Pilsener
Bavik Petrus Aged Pale	7.3	15	1.015	19	32	Wild Ale	30	Flanders Oud Bruin
Bavik Petrus Oud Bruin	5.5	15	1.015	19	32	Wild Ale	30	Flanders Oud Bruin
Bavik Wittekerke	5	15	1.01	3	26	Wheat Beer	38	Witbier
Bayern Dragon's Breath	5.6	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
Beamish & Crawford Beamish Irish Stout	4.1	37	1.009	32	11	Stout	68	Irish Dry Stout
Bear Republic Big Bear Black Stout	8.1	70	1.024	35	11	Stout	56	Russian Imperial Stout
Bear Republic Hop Rod Rye	8	50	1.014	11	10	India Pale Ale	8	American IPA
Bear Republic Peter Brown Tribute Ale	6.3	32	1.012	27	13	Brown Ale	4	American Brown Ale
Bear Republic Racer 5	7	50	1.014	11	10	India Pale Ale	8	American IPA
Bear Republic Racer X	9	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Bear Republic Red Rocket Ale	6.8	32	1.012	13	29	Amber	1	American Amber / Red Ale
Bear Republic XP Pale Ale	5.5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Beau's Lug Tread	5.2	25	1.009	4	39	Kolsch	65	Kölsch
Beck's Beck's	4.9	35	1.01	4	12	Pilsner	90	German Pilsener
Beck's Beck's Dark	4.8	23	1.013	21	20	Lager	93	Munich Dunkel Lager
Beck's Beck's Oktoberfest	5	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Beer Here Mørke	7.5	30	1.02	23	23	Porter	39	Baltic Porter
Belhaven Scottish Ale	5.2	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
Belhaven Scottish Stout	7	38	1.01	33	11	Stout	49	English Stout
Belhaven St. Andrews Ale	4.6	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
Belhaven Twisted Thistle IPA	6.1	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
Belhaven Wee Heavy	6.5	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Bell's Amber Ale	6	32	1.012	13	29	Amber	1	American Amber / Red Ale
Bell's Barrel Aged Cherry Stout	8.5	70	1.024	35	44	Fruit/Vegetable	7	American Double / Imperial Stout
Bell's Barrel Aged Double Cream Stout	10	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Bell's Barrel Aged Expedition Stout	12	70	1.024	35	11	Stout	56	Russian Imperial Stout
Bell's Barrel Aged Java Stout		70	1.024	35	11	Stout	7	American Double / Imperial Stout
Bell's Batch 6,000	10.5	85	1.022	14	14	Barley Wine	2	American Barleywine
Bell's Batch 8,000	9	15	1.01	3	26	Wheat Beer	38	Witbier
Bell's Best Brown Ale	5.8	20	1.011	22	13	Brown Ale	43	English Brown Ale
Bell's Big Head	11.07	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Bell's Cherry Ale	6	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Bell's Christmas Ale	5.8	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
Bell's Consecrator Doppelbock	8	21	1.02	16	16	Bock Beer	87	Doppelbock
Bell's Eccentric Ale	11	85	1.02	13	36	Strong Ale	13	American Strong Ale
Bell's Expedition Stout	10.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
Bell's Golden Rye	6.5	22	1.012	17	45	Specialty Grain	19	Rye Beer
Bell's Harry Magill's Spiced Stout	7.9	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Bell's Hell Hath No Fury	7.7	28	1.017	17	33	Dubbel	24	Belgian Strong Dark Ale
Bell's Hopslam	10	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Bell's Kalamazoo Stout	6	55	1.016	35	11	Stout	12	American Stout
Bell's Lager Beer	4.5	10	1.006	3	20	Lager	78	American Pale Lager
Bell's Oarsman Ale	4.5	7	1.004	3	26	Wheat Beer	60	Berliner Weissbier
Bell's Oatmeal Stout	5.7	33	1.015	32	11	Stout	54	Oatmeal Stout
Bell's Oberon	6	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Bell's Octoberfest	5.8	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Bell's Pale Ale	5.3	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Bell's Poolside Ale	5.5	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Bell's Porter	5.6	35	1.014	29	23	Porter	11	American Porter
Bell's Raspberry Ale	6	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Bell's Rye Stout	6.7	55	1.016	35	11	Stout	12	American Stout
Bell's Smoked Stout	6	55	1.016	35	41	Smoked Beer	12	American Stout
Bell's Sparkling Ale	9	30	1.011	6	9	Tripel	37	Tripel
Bell's Special Double Cream Stout	6.1	30	1.019	35	11	Stout	53	Milk / Sweet Stout
Bell's The Oracle		90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Bell's Third Coast Beer	4.8	20	1.011	4	30	Blonde	3	American Blonde Ale
Bell's Third Coast Old Ale	10.2	45	1.019	16	38	Old Ale	55	Old Ale
Bell's Time Capsule Ale	10.5	85	1.022	14	14	Barley Wine	2	American Barleywine
Bell's Two Hearted Ale	7.1	50	1.014	11	10	India Pale Ale	8	American IPA
Bell's Winter White	5	15	1.01	3	26	Wheat Beer	38	Witbier
Big Sky Biere de Noel	8.75	28	1.017	17	34	Quad	24	Belgian Strong Dark Ale
Big Sky IPA	6.2	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Big Sky Ivan the Terrible	8.75	70	1.024	35	11	Stout	56	Russian Imperial Stout
Big Sky Moose Drool	5.3	32	1.012	27	13	Brown Ale	4	American Brown Ale
Big Sky Olde Bluehair	8.75	85	1.022	14	14	Barley Wine	2	American Barleywine
Big Sky Powder Hound Winter Ale	6.2	25	1.016	17	29	Amber	57	Winter Warmer
Big Sky Scape Goat Pale Ale	4.7	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Big Sky Smoove Cherry Ale	8.75	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Big Sky Summer Honey	4.7	NULL	NULL	NULL	30	Blonde	NULL	NULL
Bitburger Bitburger Premium Pils	4.8	NULL	NULL	NULL	20	Lager	NULL	NULL
Black Sheep Black Sheep Ale	4.4	30	1.01	9	31	Pale Ale	46	English Pale Ale
Black Sheep Monty Python's Holy Grail	4.7	30	1.01	9	31	Pale Ale	46	English Pale Ale
Black Sheep Riggwelter Yorkshire Ale	5.7	20	1.011	22	13	Brown Ale	43	English Brown Ale
Blue Point Brewing Blue Point Blueberry	4.6	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Blue Point Brewing Hoptical Illusion	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
Blue Point Brewing Old Howling Bastard	10	85	1.022	14	14	Barley Wine	2	American Barleywine
Blue Point Brewing Toasted Lager	5.3	32	1.012	13	29	Amber	1	American Amber / Red Ale
Bockor Bellegems Bruin	5.5	15	1.015	19	32	Wild Ale	30	Flanders Oud Bruin
Bockor Cuvee des Jacobins Rouge	5.5	18	1.007	13	32	Wild Ale	31	Flanders Red Ale
Boon Rawd Singha	5	12	1.006	3	20	Lager	84	Euro Pale Lager
Bosteels Deus Brut des Flandres	11.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Bosteels Pauwel Kwak	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Bosteels Tripel Karmeliet	8	30	1.011	6	9	Tripel	37	Tripel
Boulder Beer Cold Hop	6.5	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
Boulder Beer Hazed and Infused	4.85	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Boulder Beer Killer Penguin	10	85	1.022	14	14	Barley Wine	2	American Barleywine
Boulder Beer Mojo IPA	7.2	50	1.014	11	10	India Pale Ale	8	American IPA
Boulder Beer Mojo Risin	10.5	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Boulder Beer Never Summer	5.94	25	1.016	17	36	Strong Ale	57	Winter Warmer
Boulder Beer Obovoid	8	70	1.024	35	11	Stout	56	Russian Imperial Stout
Boulder Beer Pass Time Pale Ale	4.96	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Boulder Beer Planet Porter	5.51	35	1.014	29	23	Porter	11	American Porter
Boulder Beer Sweaty Betty Blonde	5.9	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Boulevard Boulevard Pilsner		35	1.01	4	12	Pilsner	90	German Pilsener
Boulevard Bourbon Barrel Quad	11.8	28	1.017	17	34	Quad	35	Quadrupel (Quad)
Boulevard Bully! Porter	5.4	35	1.014	29	23	Porter	11	American Porter
Boulevard Double Wide IPA	8.5	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Boulevard Dry Stout	4.9	37	1.009	32	11	Stout	68	Irish Dry Stout
Boulevard Lunar Ale	5.1	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
Boulevard Pale Ale	5.1	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Boulevard Saison - Brett	8.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Boulevard Seeyoulater Doppelbock		21	1.02	16	16	Bock Beer	87	Doppelbock
Boulevard The Sixth Glass	10.5	NULL	NULL	NULL	34	Quad	NULL	NULL
Boulevard Two Jokers Double-Wit	8	15	1.01	3	26	Wheat Beer	38	Witbier
Boulevard Unfiltered Wheat Beer	4.4	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Boulevard Zon	4.4	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Boxcar Original Ale	5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Brahma Brahma	4.8	NULL	NULL	NULL	20	Lager	NULL	NULL
Brasserie a Vapeur Cochonne	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Brasserie a Vapeur Saison de Pipaix	6	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Brasserie a Vapeur Vapeur en Folie	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Brasserie Caracole Caracole	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
